#MACHO_ID class amplitude hl_amp_ratio kurtosis n_points period period_SNR period_log10FAP period_uncertainty phase_cusum phase_eta phi21 phi31 quartile31 r21 r31 shapiro_w skewness slope_per10 slope_per90 stetson_k weighted_mean weighted_std
         1.3443.1335              RR   0.3203   0.4044   0.1658  1171    0.4509893 176.0955 -101.9559    0.0001003   0.3963   0.8032   0.6267   1.7500   0.4565   0.5111   0.2725   0.9670  -0.2779  -0.0136   0.0126   0.5513  -4.9689   0.3513
         1.3444.1187              RR   0.1463   1.1202   0.0791  1131    0.4239630 153.7720 -87.5805    0.0001218   0.3008   1.5830  -2.9795  -2.1135   0.2565   0.0386   0.0228   0.9824   0.3970  -0.0160   0.0173   0.7679  -5.2340   0.1491
         1.3444.1268              RR   0.1742   0.9245  -0.0005   909    0.2919149 153.2026 -81.0461    0.0000420   0.2688   1.4622  -1.7211  -5.8494   0.2800   0.1596   0.0215   0.9918   0.0485  -0.0118   0.0154   0.7807  -5.2404   0.1665
         1.3445.1179              RR   0.2084   0.7078   0.0770  1218    0.3744977 164.7103 -94.6379    0.0000687   0.2518   1.4014   1.6786   2.9192   0.3190   0.2085   0.0681   0.9934  -0.1911  -0.0113   0.0082   0.6620  -5.1052   0.2207
         1.3445.1197              RR   0.2123   0.9734   1.0266  1155    0.3193613 170.9447 -102.1535    0.0000503   0.3126   1.6866   1.4906   1.8468   0.3310   0.1171   0.0711   0.9801   0.2998  -0.0124   0.0123   0.7526  -4.9943   0.1938
         1.3445.1369              RR   0.2018   1.0263   1.7739  1191    0.3196331 125.3331 -57.2106    0.0000500   0.2336   2.7004  -2.4701  -3.8638   0.3520   0.1097   0.1787   0.9782   0.0075  -0.0068   0.0070   0.7738  -4.9214   0.2189
         1.3446.1877              RR   0.1797   0.6273   0.2526  1213    0.5997462 157.0153 -84.2770    0.0001761   0.2636   1.3168   0.8045   4.7798   0.3030   0.4792   0.1766   0.9922  -0.1409  -0.0197   0.0162   0.7132  -4.9873   0.2048
         1.3446.2073              RR   0.2099   0.8489   0.4802  1215    0.3522898 181.2786 -111.6864    0.0000608   0.3255   1.5511  -1.6886  -2.5128   0.3300   0.0921   0.0414   0.9835   0.3177  -0.0128   0.0128   0.7396  -4.7976   0.1873
         1.3447.1254              RR   0.1458   1.2427  -0.0927   634    0.3065684  88.7566 -36.4483    0.0000460   0.2148   1.7605  -1.1496  -1.3763   0.2737   0.0732   0.1582   0.9921   0.1150  -0.0195   0.0232   0.7948  -4.4797   0.1676
         1.3449.1327              RR   0.3978   0.3572  -0.2128  1224    0.4839167 187.8649 -121.5403    0.0001147   0.3851   0.7724  -2.4361  -4.7599   0.5615   0.4428   0.2066   0.9442  -0.5402  -0.0123   0.0134   0.5499  -4.9150   0.4152
         1.3449.1459              RR   0.3541   0.4337  -0.2736  1144    0.4938944 172.9745 -102.8758    0.0001068   0.3768   0.9537   3.6266   4.7106   0.5170   0.4266   0.2228   0.9760  -0.3867  -0.0111   0.0128   0.5842  -4.6057   0.3757
         1.3562.1159              RR   0.1702   0.8142   2.3080  1152    0.6442577 121.4204 -55.1108    0.0001779   0.3022   2.3321  -2.3535  -4.3260   0.2870   0.3714   0.2077   0.9678   0.4080  -0.0210   0.0183   0.6965  -4.7858   0.1917
         1.3562.1596              RR   0.1311   1.0116   1.9961  1213    0.2829707 114.5300 -49.9700    0.0000294   0.2198   2.8949   0.4991  -0.9102   0.2360   0.1074   0.0608   0.9685   0.4643  -0.0081   0.0102   0.7581  -4.8474   0.1527
          1.3562.798              RR   0.1436   0.7267   0.3608  1142    0.6184074 163.7132 -88.3624    0.0001639   0.1974   1.4717  -2.2676  -1.0755   0.2428   0.4120   0.2329   0.9915   0.0228  -0.0331   0.0284   0.7385  -5.2592   0.1467
         1.3563.1109              RR   0.2114   0.9039  -0.0103  1214    0.2999743 185.0825 -117.4014    0.0000441   0.3078   1.3065  -1.9595  -4.5251   0.3537   0.1582   0.0175   0.9842   0.2146  -0.0093   0.0121   0.7954  -5.1242   0.1989
         1.3564.1177              RR   0.1507   0.7648   0.9495  1200    0.6203800 147.2124 -74.8403    0.0001649   0.2654   1.6753  -2.2278  -3.9432   0.2563   0.3992   0.1256   0.9897   0.1416  -0.0212   0.0241   0.6925  -5.1459   0.1651
         1.3564.1324              RR   0.2378   0.5745  -0.2106  1147    0.6011144 187.6027 -114.8509    0.0001548   0.3064   0.9760   0.7038   1.8443   0.3690   0.3418   0.2586   0.9865  -0.2176  -0.0237   0.0261   0.6457  -4.9789   0.2290
          1.3564.441              RR   0.1274   0.5343   1.1651  1218    0.4814939 167.7366 -90.6213    0.0001135   0.2389   1.3507   4.0271   4.7939   0.1860   0.4335   0.2513   0.9697  -0.1254  -0.0254   0.0216   0.6867  -5.5743   0.1358
